,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAIS - Divulgação: Dezembro de 2024,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI,220155,Bela Vista do Piauí,0,0,0,#DIV/0!,1,1,0,"0,0%",4,2,-2,"-50,0%",24,28,4,"16,7%",206,222,16,"7,8%",235,253,18,"7,7%"
,PI,220157,Belém do Piauí,0,0,0,#DIV/0!,23,0,-23,"-100,0%",35,44,9,"25,7%",5,9,4,"80,0%",269,275,6,"2,2%",332,328,-4,"-1,2%"
,PI,220160,Beneditinos,11,8,-3,"-27,3%",2,18,16,"800,0%",2,12,10,"500,0%",97,100,3,"3,1%",441,465,24,"5,4%",553,603,50,"9,0%"
,PI,220170,Bertolínia,14,25,11,"78,6%",6,5,-1,"-16,7%",7,7,0,"0,0%",43,50,7,"16,3%",266,275,9,"3,4%",336,362,26,"7,7%"
,PI,220173,Betânia do Piauí,0,0,0,#DIV/0!,0,0,0,#DIV/0!,9,3,-6,"-66,7%",24,25,1,"4,2%",314,333,19,"6,1%",347,361,14,"4,0%"
,PI,220177,Boa Hora,9,10,1,"11,1%",0,0,0,#DIV/0!,2,2,0,"0,0%",28,31,3,"10,7%",330,370,40,"12,1%",369,413,44,"11,9%"
,PI,220180,Bocaina,0,0,0,#DIV/0!,1,5,4,"400,0%",0,0,0,#DIV/0!,11,14,3,"27,3%",304,359,55,"18,1%",316,378,62,"19,6%"
,PI,220190,Bom Jesus,528,558,30,"5,7%",181,218,37,"20,4%",185,143,-42,"-22,7%",1.544,1.651,107,"6,9%",2.029,2.340,311,"15,3%",4.467,4.910,443,"9,9%"
,PI,220191,Bom Princípio do Piauí,6,6,0,"0,0%",18,20,2,"11,1%",3,5,2,"66,7%",9,14,5,"55,6%",449,439,-10,"-2,2%",485,484,-1,"-0,2%"
,PI,220192,Bonfim do Piauí,0,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,#DIV/0!,45,50,5,"11,1%",64,167,103,"160,9%",109,217,108,"99,1%"
,PI,220194,Boqueirão do Piauí,0,4,4,#DIV/0!,0,0,0,#DIV/0!,0,0,0,#DIV/0!,21,21,0,"0,0%",9,287,278,"3088,9%",30,312,282,"940,0%"
,PI,220196,Brasileira,9,5,-4,"-44,4%",5,3,-2,"-40,0%",71,54,-17,"-23,9%",29,37,8,"27,6%",327,518,191,"58,4%",441,617,176,"39,9%"
,PI,220198,Brejo do Piauí,0,0,0,#DIV/0!,17,19,2,"11,8%",0,0,0,#DIV/0!,18,19,1,"5,6%",212,236,24,"11,3%",247,274,27,"10,9%"
,PI,220200,Buriti dos Lopes,107,107,0,"0,0%",221,291,70,"31,7%",20,65,45,"225,0%",194,169,-25,"-12,9%",1.105,984,-121,"-11,0%",1.647,1.616,-31,"-1,9%"
,PI,220202,Buriti dos Montes,0,1,1,#DIV/0!,0,0,0,#DIV/0!,2,21,19,"950,0%",27,26,-1,"-3,7%",327,471,144,"44,0%",356,519,163,"45,8%"
,PI,220205,Cabeceiras do Piauí,1,1,0,"0,0%",18,27,9,"50,0%",8,2,-6,"-75,0%",62,63,1,"1,6%",531,820,289,"54,4%",620,913,293,"47,3%"
,PI,220207,Cajazeiras do Piauí,3,17,14,"466,7%",0,0,0,#DIV/0!,0,0,0,#DIV/0!,12,14,2,"16,7%",238,281,43,"18,1%",253,312,59,"23,3%"
,PI,220208,Cajueiro da Praia,153,199,46,"30,1%",7,7,0,"0,0%",120,176,56,"46,7%",140,120,-20,"-14,3%",878,979,101,"11,5%",1.298,1.481,183,"14,1%"
,PI,220209,Caldeirão Grande do Piauí,0,0,0,#DIV/0!,25,15,-10,"-40,0%",1,24,23,"2300,0%",8,9,1,"12,5%",291,301,10,"3,4%",325,349,24,"7,4%"
,PI,220210,Campinas do Piauí,0,0,0,#DIV/0!,0,0,0,#DIV/0!,4,25,21,"525,0%",24,24,0,"0,0%",315,364,49,"15,6%",343,413,70,"20,4%"
,PI,220211,Campo Alegre do Fidalgo,0,0,0,#DIV/0!,0,0,0,#DIV/0!,103,85,-18,"-17,5%",28,31,3,"10,7%",268,268,0,"0,0%",399,384,-15,"-3,8%"
,PI,220213,Campo Grande do Piauí,0,0,0,#DIV/0!,0,4,4,#DIV/0!,0,0,0,#DIV/0!,28,30,2,"7,1%",298,318,20,"6,7%",326,352,26,"8,0%"
,PI,220217,Campo Largo do Piauí,0,0,0,#DIV/0!,2,2,0,"0,0%",4,1,-3,"-75,0%",10,11,1,"10,0%",78,296,218,"279,5%",94,310,216,"229,8%"
,PI,220220,Campo Maior,50,85,35,"70,0%",768,881,113,"14,7%",58,253,195,"336,2%",1.604,1.599,-5,"-0,3%",2.224,2.666,442,"19,9%",4.704,5.484,780,"16,6%"
,PI,220225,Canavieira,9,9,0,"0,0%",2,2,0,"0,0%",0,1,1,#DIV/0!,14,15,1,"7,1%",315,326,11,"3,5%",340,353,13,"3,8%"
,PI,220230,Canto do Buriti,275,268,-7,"-2,5%",82,92,10,"12,2%",21,2,-19,"-90,5%",443,481,38,"8,6%",1.191,1.310,119,"10,0%",2.012,2.153,141,"7,0%"
,PI,220240,Capitão de Campos,0,1,1,#DIV/0!,20,12,-8,"-40,0%",3,1,-2,"-66,7%",104,101,-3,"-2,9%",513,539,26,"5,1%",640,654,14,"2,2%"
,PI,220245,Capitão Gervásio Oliveira,0,1,1,#DIV/0!,237,258,21,"8,9%",1,7,6,"600,0%",27,36,9,"33,3%",213,252,39,"18,3%",478,554,76,"15,9%"
,PI,220250,Caracol,0,0,0,#DIV/0!,5,9,4,"80,0%",14,27,13,"92,9%",116,121,5,"4,3%",544,316,-228,"-41,9%",679,473,-206,"-30,3%"
,PI,220253,Caraúbas do Piauí,1,16,15,"1500,0%",0,1,1,#DIV/0!,1,0,-1,"-100,0%",29,18,-11,"-37,9%",258,279,21,"8,1%",289,314,25,"8,7%"
,PI,220255,Caridade do Piauí,0,0,0,#DIV/0!,0,0,0,#DIV/0!,2,57,55,"2750,0%",15,12,-3,"-20,0%",572,490,-82,"-14,3%",589,559,-30,"-5,1%"
,PI,220260,Castelo do Piauí,14,3,-11,"-78,6%",137,144,7,"5,1%",60,41,-19,"-31,7%",262,264,2,"0,8%",694,772,78,"11,2%",1.167,1.224,57,"4,9%"
,PI,220265,Caxingó,0,3,3,#DIV/0!,10,9,-1,"-10,0%",0,0,0,#DIV/0!,15,17,2,"13,3%",348,362,14,"4,0%",373,391,18,"4,8%"
,PI,220270,Cocal,3,10,7,"233,3%",68,64,-4,"-5,9%",23,27,4,"17,4%",218,252,34,"15,6%",1.082,1.245,163,"15,1%",1.394,1.598,204,"14,6%"
,PI,220271,Cocal de Telha,24,15,-9,"-37,5%",0,0,0,#DIV/0!,2,0,-2,"-100,0%",43,56,13,"30,2%",228,236,8,"3,5%",297,307,10,"3,4%"
,PI,220272,Cocal dos Alves,0,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,#DIV/0!,12,10,-2,"-16,7%",317,274,-43,"-13,6%",329,284,-45,"-13,7%"
,PI,220273,Coivaras,0,0,0,#DIV/0!,0,0,0,#DIV/0!,17,2,-15,"-88,2%",31,42,11,"35,5%",291,203,-88,"-30,2%",339,247,-92,"-27,1%"
,PI,220275,Colônia do Gurguéia,9,11,2,"22,2%",9,12,3,"33,3%",5,0,-5,"-100,0%",102,115,13,"12,7%",259,239,-20,"-7,7%",384,377,-7,"-1,8%"
,PI,220277,Colônia do Piauí,1,0,-1,"-100,0%",0,0,0,#DIV/0!,16,12,-4,"-25,0%",48,37,-11,"-22,9%",311,333,22,"7,1%",376,382,6,"1,6%"
,PI,220280,Conceição do Canindé,9,0,-9,"-100,0%",2,2,0,"0,0%",0,11,11,#DIV/0!,19,18,-1,"-5,3%",241,226,-15,"-6,2%",271,257,-14,"-5,2%"
,PI,220285,Coronel José Dias,18,3,-15,"-83,3%",105,108,3,"2,9%",4,0,-4,"-100,0%",19,18,-1,"-5,3%",224,250,26,"11,6%",370,379,9,"2,4%"
,PI,220290,Corrente,114,112,-2,"-1,8%",199,217,18,"9,0%",198,65,-133,"-67,2%",949,997,48,"5,1%",1.929,1.758,-171,"-8,9%",3.389,3.149,-240,"-7,1%"
,PI,220300,Cristalândia do Piauí,6,9,3,"50,0%",20,8,-12,"-60,0%",0,0,0,#DIV/0!,47,50,3,"6,4%",331,320,-11,"-3,3%",404,387,-17,"-4,2%"
,PI,220310,Cristino Castro,8,6,-2,"-25,0%",13,18,5,"38,5%",3,5,2,"66,7%",220,209,-11,"-5,0%",608,710,102,"16,8%",852,948,96,"11,3%"
,PI,220320,Curimatá,9,14,5,"55,6%",6,4,-2,"-33,3%",21,32,11,"52,4%",149,147,-2,"-1,3%",562,564,2,"0,4%",747,761,14,"1,9%"
,PI,220323,Currais,342,351,9,"2,6%",26,25,-1,"-3,8%",1,3,2,"200,0%",4,13,9,"225,0%",306,337,31,"10,1%",679,729,50,"7,4%"
,PI,220325,Curralinhos,36,146,110,"305,6%",1,1,0,"0,0%",10,3,-7,"-70,0%",16,16,0,"0,0%",210,224,14,"6,7%",273,390,117,"42,9%"
,PI,220327,Curral Novo do Piauí,0,0,0,#DIV/0!,8,17,9,"112,5%",22,4,-18,"-81,8%",9,10,1,"11,1%",385,535,150,"39,0%",424,566,142,"33,5%"
,PI,220330,Demerval Lobão,8,11,3,"37,5%",269,304,35,"13,0%",23,38,15,"65,2%",287,246,-41,"-14,3%",539,1.100,561,"104,1%",1.126,1.699,573,"50,9%"
,PI,220335,Dirceu Arcoverde,1,1,0,"0,0%",2,1,-1,"-50,0%",5,15,10,"200,0%",65,66,1,"1,5%",287,290,3,"1,0%",360,373,13,"3,6%"
,PI,220340,Dom Expedito Lopes,3,2,-1,"-33,3%",41,49,8,"19,5%",2,2,0,"0,0%",88,94,6,"6,8%",211,214,3,"1,4%",345,361,16,"4,6%"
,PI,220342,Domingos Mourão,0,0,0,#DIV/0!,0,0,0,#DIV/0!,1,12,11,"1100,0%",4,6,2,"50,0%",171,236,65,"38,0%",176,254,78,"44,3%"
,PI,220345,Dom Inocêncio,0,1,1,#DIV/0!,15,5,-10,"-66,7%",135,18,-117,"-86,7%",47,52,5,"10,6%",379,392,13,"3,4%",576,468,-108,"-18,8%"
,PI,220350,Elesbão Veloso,363,338,-25,"-6,9%",11,15,4,"36,4%",7,12,5,"71,4%",225,234,9,"4,0%",991,981,-10,"-1,0%",1.597,1.580,-17,"-1,1%"
,PI,220360,Eliseu Martins,6,9,3,"50,0%",16,13,-3,"-18,8%",5,7,2,"40,0%",63,57,-6,"-9,5%",209,232,23,"11,0%",299,318,19,"6,4%"
,PI,220370,Esperantina,52,44,-8,"-15,4%",160,175,15,"9,4%",72,75,3,"4,2%",882,913,31,"3,5%",1.826,2.142,316,"17,3%",2.992,3.349,357,"11,9%"
,PI,220375,Fartura do Piauí,0,0,0,#DIV/0!,0,0,0,#DIV/0!,7,1,-6,"-85,7%",17,14,-3,"-17,6%",134,361,227,"169,4%",158,376,218,"138,0%"
,PI,220380,Flores do Piauí,0,0,0,#DIV/0!,8,8,0,"0,0%",3,2,-1,"-33,3%",21,23,2,"9,5%",276,291,15,"5,4%",308,324,16,"5,2%"
,PI,220385,Floresta do Piauí,0,0,0,#DIV/0!,0,0,0,#DIV/0!,0,1,1,#DIV/0!,10,11,1,"10,0%",181,191,10,"5,5%",191,203,12,"6,3%"
,PI,220390,Floriano,111,111,0,"0,0%",729,888,159,"21,8%",473,584,111,"23,5%",5.171,5.123,-48,"-0,9%",4.998,5.536,538,"10,8%",11.482,12.242,760,"6,6%"
,PI,220400,Francinópolis,9,13,4,"44,4%",2,2,0,"0,0%",7,3,-4,"-57,1%",33,28,-5,"-15,2%",155,244,89,"57,4%",206,290,84,"40,8%"
,PI,220410,Francisco Ayres,18,19,1,"5,6%",3,2,-1,"-33,3%",0,0,0,#DIV/0!,11,10,-1,"-9,1%",270,331,61,"22,6%",302,362,60,"19,9%"
,PI,220415,Francisco Macedo,0,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,#DIV/0!,4,4,0,"0,0%",184,190,6,"3,3%",188,194,6,"3,2%"
,PI,220420,Francisco Santos,0,0,0,#DIV/0!,1,4,3,"300,0%",0,2,2,#DIV/0!,33,36,3,"9,1%",354,354,0,"0,0%",388,396,8,"2,1%"
,PI,220430,Fronteiras,0,0,0,#DIV/0!,63,55,-8,"-12,7%",58,50,-8,"-13,8%",66,72,6,"9,1%",523,142,-381,"-72,8%",710,319,-391,"-55,1%"
,PI,220435,Geminiano,0,1,1,#DIV/0!,19,17,-2,"-10,5%",14,37,23,"164,3%",18,16,-2,"-11,1%",208,292,84,"40,4%",259,363,104,"40,2%"
,PI,220440,Gilbués,87,109,22,"25,3%",12,29,17,"141,7%",3,4,1,"33,3%",216,186,-30,"-13,9%",537,558,21,"3,9%",855,886,31,"3,6%"
,PI,220450,Guadalupe,250,256,6,"2,4%",59,76,17,"28,8%",18,17,-1,"-5,6%",159,209,50,"31,4%",677,566,-111,"-16,4%",1.163,1.124,-39,"-3,4%"
,PI,220455,Guaribas,0,0,0,#DIV/0!,10,8,-2,"-20,0%",0,0,0,#DIV/0!,10,10,0,"0,0%",343,348,5,"1,5%",363,366,3,"0,8%"
,PI,220460,Hugo Napoleão,4,5,1,"25,0%",6,3,-3,"-50,0%",11,5,-6,"-54,5%",18,20,2,"11,1%",176,171,-5,"-2,8%",215,204,-11,"-5,1%"
,PI,220465,Ilha Grande,7,8,1,"14,3%",25,13,-12,"-48,0%",13,13,0,"0,0%",19,18,-1,"-5,3%",389,499,110,"28,3%",453,551,98,"21,6%"
,PI,220470,Inhuma,3,3,0,"0,0%",36,46,10,"27,8%",8,7,-1,"-12,5%",174,173,-1,"-0,6%",517,533,16,"3,1%",738,762,24,"3,3%"
,PI,220480,Ipiranga do Piauí,1,1,0,"0,0%",33,34,1,"3,0%",13,11,-2,"-15,4%",56,57,1,"1,8%",344,357,13,"3,8%",447,460,13,"2,9%"
,PI,220490,Isaías Coelho,0,0,0,#DIV/0!,5,21,16,"320,0%",12,7,-5,"-41,7%",50,61,11,"22,0%",299,304,5,"1,7%",366,393,27,"7,4%"
,PI,220500,Itainópolis,0,0,0,#DIV/0!,9,8,-1,"-11,1%",0,34,34,#DIV/0!,59,63,4,"6,8%",582,616,34,"5,8%",650,721,71,"10,9%"
,PI,220510,Itaueira,32,33,1,"3,1%",2,8,6,"300,0%",14,80,66,"471,4%",107,132,25,"23,4%",650,464,-186,"-28,6%",805,717,-88,"-10,9%"
,PI,220515,Jacobina do Piauí,0,0,0,#DIV/0!,41,38,-3,"-7,3%",4,8,4,"100,0%",20,19,-1,"-5,0%",305,318,13,"4,3%",370,383,13,"3,5%"
,PI,220520,Jaicós,0,1,1,#DIV/0!,27,26,-1,"-3,7%",7,8,1,"14,3%",194,187,-7,"-3,6%",543,833,290,"53,4%",771,1.055,284,"36,8%"
,PI,220525,Jardim do Mulato,2,0,-2,"-100,0%",1,1,0,"0,0%",2,1,-1,"-50,0%",18,13,-5,"-27,8%",169,236,67,"39,6%",192,251,59,"30,7%"
,PI,220527,Jatobá do Piauí,2,3,1,"50,0%",11,10,-1,"-9,1%",0,0,0,#DIV/0!,6,6,0,"0,0%",226,15,-211,"-93,4%",245,34,-211,"-86,1%"
,PI,220530,Jerumenha,86,58,-28,"-32,6%",57,100,43,"75,4%",0,117,117,#DIV/0!,29,35,6,"20,7%",276,285,9,"3,3%",448,595,147,"32,8%"
,PI,220535,João Costa,8,9,1,"12,5%",1,1,0,"0,0%",0,0,0,#DIV/0!,14,16,2,"14,3%",282,236,-46,"-16,3%",305,262,-43,"-14,1%"
,PI,220540,Joaquim Pires,0,0,0,#DIV/0!,42,36,-6,"-14,3%",26,26,0,"0,0%",93,93,0,"0,0%",577,664,87,"15,1%",738,819,81,"11,0%"
,PI,220545,Joca Marques,0,0,0,#DIV/0!,0,0,0,#DIV/0!,1,1,0,"0,0%",7,8,1,"14,3%",168,173,5,"3,0%",176,182,6,"3,4%"
,PI,220550,José de Freitas,80,117,37,"46,3%",91,155,64,"70,3%",172,152,-20,"-11,6%",658,660,2,"0,3%",1.868,2.144,276,"14,8%",2.869,3.228,359,"12,5%"
,PI,220551,Juazeiro do Piauí,1,1,0,"0,0%",41,42,1,"2,4%",32,26,-6,"-18,8%",33,39,6,"18,2%",416,532,116,"27,9%",523,640,117,"22,4%"
,PI,220552,Júlio Borges,4,3,-1,"-25,0%",77,91,14,"18,2%",4,0,-4,"-100,0%",17,16,-1,"-5,9%",363,376,13,"3,6%",465,486,21,"4,5%"
,PI,220553,Jurema,0,0,0,#DIV/0!,0,0,0,#DIV/0!,6,7,1,"16,7%",10,12,2,"20,0%",274,401,127,"46,4%",290,420,130,"44,8%"
,PI,220554,Lagoinha do Piauí,0,0,0,#DIV/0!,1,1,0,"0,0%",0,0,0,#DIV/0!,31,32,1,"3,2%",106,124,18,"17,0%",138,157,19,"13,8%"
,PI,220555,Lagoa Alegre,11,13,2,"18,2%",0,0,0,#DIV/0!,5,12,7,"140,0%",73,81,8,"11,0%",277,342,65,"23,5%",366,448,82,"22,4%"
,PI,220556,Lagoa do Barro do Piauí,0,0,0,#DIV/0!,349,336,-13,"-3,7%",10,17,7,"70,0%",39,31,-8,"-20,5%",377,419,42,"11,1%",775,803,28,"3,6%"
,PI,220557,Lagoa de São Francisco,0,0,0,#DIV/0!,0,1,1,#DIV/0!,6,1,-5,"-83,3%",21,24,3,"14,3%",241,406,165,"68,5%",268,432,164,"61,2%"
,PI,220558,Lagoa do Piauí,42,39,-3,"-7,1%",122,127,5,"4,1%",1,0,-1,"-100,0%",38,44,6,"15,8%",167,281,114,"68,3%",370,491,121,"32,7%"
,PI,220559,Lagoa do Sítio,0,0,0,#DIV/0!,0,0,0,#DIV/0!,0,6,6,#DIV/0!,18,18,0,"0,0%",188,203,15,"8,0%",206,227,21,"10,2%"
,PI,220560,Landri Sales,84,7,-77,"-91,7%",5,6,1,"20,0%",12,8,-4,"-33,3%",36,52,16,"44,4%",437,305,-132,"-30,2%",574,378,-196,"-34,1%"
,PI,220570,Luís Correia,128,126,-2,"-1,6%",44,50,6,"13,6%",340,225,-115,"-33,8%",489,506,17,"3,5%",1.589,1.763,174,"11,0%",2.590,2.670,80,"3,1%"
,PI,220580,Luzilândia,0,0,0,#DIV/0!,30,34,4,"13,3%",53,52,-1,"-1,9%",304,319,15,"4,9%",1.093,1.038,-55,"-5,0%",1.480,1.443,-37,"-2,5%"
,PI,220585,Madeiro,0,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,#DIV/0!,21,24,3,"14,3%",312,553,241,"77,2%",333,577,244,"73,3%"
,PI,220590,Manoel Emídio,25,40,15,"60,0%",8,31,23,"287,5%",2,12,10,"500,0%",48,51,3,"6,3%",177,199,22,"12,4%",260,333,73,"28,1%"
,PI,220595,Marcolândia,0,0,0,#DIV/0!,40,47,7,"17,5%",642,11,-631,"-98,3%",132,108,-24,"-18,2%",515,732,217,"42,1%",1.329,898,-431,"-32,4%"
,PI,220600,Marcos Parente,0,5,5,#DIV/0!,3,3,0,"0,0%",10,10,0,"0,0%",67,73,6,"9,0%",300,320,20,"6,7%",380,411,31,"8,2%"
,PI,220605,Massapê do Piauí,8,0,-8,"-100,0%",0,0,0,#DIV/0!,11,7,-4,"-36,4%",6,5,-1,"-16,7%",284,301,17,"6,0%",309,313,4,"1,3%"
,PI,220610,Matias Olímpio,0,0,0,#DIV/0!,7,12,5,"71,4%",4,62,58,"1450,0%",88,90,2,"2,3%",448,655,207,"46,2%",547,819,272,"49,7%"
,PI,220620,Miguel Alves,46,42,-4,"-8,7%",57,59,2,"3,5%",15,27,12,"80,0%",254,258,4,"1,6%",1.043,1.146,103,"9,9%",1.415,1.532,117,"8,3%"
,PI,220630,Miguel Leão,15,16,1,"6,7%",17,29,12,"70,6%",16,12,-4,"-25,0%",21,17,-4,"-19,0%",190,216,26,"13,7%",259,290,31,"12,0%"
,PI,220635,Milton Brandão,0,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,#DIV/0!,12,14,2,"16,7%",320,331,11,"3,4%",332,345,13,"3,9%"
,PI,220640,Monsenhor Gil,3,121,118,"3933,3%",49,58,9,"18,4%",9,17,8,"88,9%",232,145,-87,"-37,5%",392,374,-18,"-4,6%",685,715,30,"4,4%"
,PI,220650,Monsenhor Hipólito,5,0,-5,"-100,0%",3,3,0,"0,0%",0,0,0,#DIV/0!,21,24,3,"14,3%",218,285,67,"30,7%",247,312,65,"26,3%"
,PI,220660,Monte Alegre do Piauí,364,530,166,"45,6%",38,21,-17,"-44,7%",0,0,0,#DIV/0!,114,110,-4,"-3,5%",669,634,-35,"-5,2%",1.185,1.295,110,"9,3%"
,PI,220665,Morro Cabeça no Tempo,0,0,0,#DIV/0!,14,24,10,"71,4%",5,2,-3,"-60,0%",8,12,4,"50,0%",235,369,134,"57,0%",262,407,145,"55,3%"
,PI,220667,Morro do Chapéu do Piauí,1,1,0,"0,0%",0,0,0,#DIV/0!,6,5,-1,"-16,7%",23,21,-2,"-8,7%",385,398,13,"3,4%",415,425,10,"2,4%"
,PI,220669,Murici dos Portelas,3,3,0,"0,0%",0,0,0,#DIV/0!,0,0,0,#DIV/0!,26,27,1,"3,8%",494,495,1,"0,2%",523,525,2,"0,4%"
,PI,220670,Nazaré do Piauí,0,0,0,#DIV/0!,31,31,0,"0,0%",2,2,0,"0,0%",55,58,3,"5,5%",339,342,3,"0,9%",427,433,6,"1,4%"
,PI,220672,Nazária,26,32,6,"23,1%",340,365,25,"7,4%",2,6,4,"200,0%",66,74,8,"12,1%",856,856,0,"0,0%",1.290,1.333,43,"3,3%"
,PI,220675,Nossa Senhora de Nazaré,15,39,24,"160,0%",0,0,0,#DIV/0!,1,1,0,"0,0%",10,11,1,"10,0%",256,283,27,"10,5%",282,334,52,"18,4%"
,PI,220680,Nossa Senhora dos Remédios,0,0,0,#DIV/0!,4,3,-1,"-25,0%",0,0,0,#DIV/0!,33,38,5,"15,2%",144,373,229,"159,0%",181,414,233,"128,7%"
,PI,220690,Novo Oriente do Piauí,2,0,-2,"-100,0%",1,2,1,"100,0%",0,39,39,#DIV/0!,37,41,4,"10,8%",316,322,6,"1,9%",356,404,48,"13,5%"
,PI,220695,Novo Santo Antônio,0,0,0,#DIV/0!,0,0,0,#DIV/0!,0,2,2,#DIV/0!,22,23,1,"4,5%",136,159,23,"16,9%",158,184,26,"16,5%"
,PI,220700,Oeiras,4,2,-2,"-50,0%",135,255,120,"88,9%",333,404,71,"21,3%",1.402,1.441,39,"2,8%",2.192,2.069,-123,"-5,6%",4.066,4.171,105,"2,6%"
,PI,220710,Olho D'Água do Piauí,0,0,0,#DIV/0!,0,0,0,#DIV/0!,0,1,1,#DIV/0!,15,9,-6,"-40,0%",210,211,1,"0,5%",225,221,-4,"-1,8%"
,PI,220720,Padre Marcos,0,0,0,#DIV/0!,2,2,0,"0,0%",5,3,-2,"-40,0%",73,70,-3,"-4,1%",428,447,19,"4,4%",508,522,14,"2,8%"
,PI,220730,Paes Landim,0,0,0,#DIV/0!,5,5,0,"0,0%",5,64,59,"1180,0%",40,36,-4,"-10,0%",120,122,2,"1,7%",170,227,57,"33,5%"
,PI,220735,Pajeú do Piauí,36,69,33,"91,7%",0,0,0,#DIV/0!,0,0,0,#DIV/0!,17,19,2,"11,8%",246,229,-17,"-6,9%",299,317,18,"6,0%"
,PI,220740,Palmeira do Piauí,131,167,36,"27,5%",3,4,1,"33,3%",0,6,6,#DIV/0!,23,38,15,"65,2%",131,155,24,"18,3%",288,370,82,"28,5%"
,PI,220750,Palmeirais,28,34,6,"21,4%",17,4,-13,"-76,5%",0,12,12,#DIV/0!,82,92,10,"12,2%",557,596,39,"7,0%",684,738,54,"7,9%"
,PI,220755,Paquetá,0,0,0,#DIV/0!,1,1,0,"0,0%",3,2,-1,"-33,3%",5,4,-1,"-20,0%",159,183,24,"15,1%",168,190,22,"13,1%"
,PI,220760,Parnaguá,119,108,-11,"-9,2%",5,4,-1,"-20,0%",8,8,0,"0,0%",83,88,5,"6,0%",405,411,6,"1,5%",620,619,-1,"-0,2%"
,PI,220770,Parnaíba,466,324,-142,"-30,5%",2.264,2.309,45,"2,0%",1.175,1.483,308,"26,2%",8.308,8.183,-125,"-1,5%",12.378,14.697,2.319,"18,7%",24.591,26.996,2.405,"9,8%"
,PI,220775,Passagem Franca do Piauí,0,0,0,#DIV/0!,1,1,0,"0,0%",3,3,0,"0,0%",12,23,11,"91,7%",196,308,112,"57,1%",212,335,123,"58,0%"
,PI,220777,Patos do Piauí,4,0,-4,"-100,0%",2,0,-2,"-100,0%",11,9,-2,"-18,2%",13,20,7,"53,8%",232,226,-6,"-2,6%",262,255,-7,"-2,7%"
,PI,220779,Pau D'Arco do Piauí,0,0,0,#DIV/0!,1,1,0,"0,0%",2,1,-1,"-50,0%",10,12,2,"20,0%",185,276,91,"49,2%",198,290,92,"46,5%"
,PI,220780,Paulistana,1,3,2,"200,0%",31,45,14,"45,2%",38,49,11,"28,9%",398,398,0,"0,0%",1.053,1.238,185,"17,6%",1.521,1.733,212,"13,9%"
,PI,220785,Pavussu,13,15,2,"15,4%",0,0,0,#DIV/0!,0,0,0,#DIV/0!,36,30,-6,"-16,7%",175,203,28,"16,0%",224,248,24,"10,7%"
,PI,220790,Pedro II,16,14,-2,"-12,5%",115,100,-15,"-13,0%",90,94,4,"4,4%",511,521,10,"2,0%",1.485,1.655,170,"11,4%",2.217,2.384,167,"7,5%"
,PI,220793,Pedro Laurentino,0,0,0,#DIV/0!,0,0,0,#DIV/0!,3,81,78,"2600,0%",13,12,-1,"-7,7%",110,274,164,"149,1%",126,367,241,"191,3%"
,PI,220795,Nova Santa Rita,0,0,0,#DIV/0!,0,25,25,#DIV/0!,1,1,0,"0,0%",8,8,0,"0,0%",167,214,47,"28,1%",176,248,72,"40,9%"
,PI,220800,Picos,23,21,-2,"-8,7%",1.296,1.246,-50,"-3,9%",616,769,153,"24,8%",5.444,5.671,227,"4,2%",7.307,8.452,1.145,"15,7%",14.686,16.159,1.473,"10,0%"
,PI,220810,Pimenteiras,7,12,5,"71,4%",3,1,-2,"-66,7%",7,3,-4,"-57,1%",82,77,-5,"-6,1%",387,388,1,"0,3%",486,481,-5,"-1,0%"
,PI,220820,Pio IX,1,1,0,"0,0%",19,32,13,"68,4%",7,1,-6,"-85,7%",130,133,3,"2,3%",504,521,17,"3,4%",661,688,27,"4,1%"
,PI,220830,Piracuruca,102,126,24,"23,5%",140,185,45,"32,1%",119,124,5,"4,2%",540,543,3,"0,6%",1.370,1.558,188,"13,7%",2.271,2.536,265,"11,7%"
,PI,220840,Piripiri,20,12,-8,"-40,0%",616,739,123,"20,0%",323,2.301,1.978,"612,4%",2.277,2.151,-126,"-5,5%",3.665,4.575,910,"24,8%",6.901,9.778,2.877,"41,7%"
,PI,220850,Porto,0,0,0,#DIV/0!,6,5,-1,"-16,7%",2,2,0,"0,0%",98,100,2,"2,0%",597,479,-118,"-19,8%",703,586,-117,"-16,6%"
,PI,220855,Porto Alegre do Piauí,0,29,29,#DIV/0!,0,0,0,#DIV/0!,0,4,4,#DIV/0!,10,11,1,"10,0%",203,222,19,"9,4%",213,266,53,"24,9%"
,PI,220860,Prata do Piauí,0,0,0,#DIV/0!,2,2,0,"0,0%",0,0,0,#DIV/0!,23,30,7,"30,4%",122,125,3,"2,5%",147,157,10,"6,8%"
